 --- Cosmological Parameters --- 
	 H0: 2.2027e-18 (1/s) = 67.9700 (km/s/Mpc) 
	 OmegaM: 3.0690e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.9310e-01 
	 OmegaK: 0.0000e+00 
		 w0: -1.0000e+00 
		 wa: 0.0000e+00 
	 rho_crit: 8.6799e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, d_L, d_LOS, d_trans, d_ang, d_mod, H(z), rho_c(z) 
2.35909533e-04, 1.02442125e-04, 9.99764146e-01, 2.35868902e-04, 9.57741624e-01, 2.35896722e-04, 3.27444934e+00, 1.04070534e+00, 1.04045988e+00, 1.04045988e+00, 1.04021449e+00, 2.50866389e+01, 6.79773829e+01, 8.68177318e-30
2.42532274e-04, 1.05317657e-04, 9.99757527e-01, 2.42489330e-04, 9.57735004e-01, 2.42518734e-04, 3.27444272e+00, 1.06992674e+00, 1.06966732e+00, 1.06966732e+00, 1.06940795e+00, 2.51467702e+01, 6.79775902e+01, 8.68182613e-30
2.49340937e-04, 1.08273895e-04, 9.99750721e-01, 2.49295548e-04, 9.57728198e-01, 2.49326626e-04, 3.27443591e+00, 1.09996880e+00, 1.09969460e+00, 1.09969460e+00, 1.09942047e+00, 2.52069018e+01, 6.79778034e+01, 8.68188057e-30
2.56340741e-04, 1.11313103e-04, 9.99743725e-01, 2.56292768e-04, 9.57721200e-01, 2.56325615e-04, 3.27442891e+00, 1.13085456e+00, 1.13056475e+00, 1.13056475e+00, 1.13027502e+00, 2.52670338e+01, 6.79780225e+01, 8.68193654e-30
2.63537052e-04, 1.14437609e-04, 9.99736532e-01, 2.63486348e-04, 9.57714007e-01, 2.63521065e-04, 3.27442172e+00, 1.16260773e+00, 1.16230142e+00, 1.16230142e+00, 1.16199520e+00, 2.53271660e+01, 6.79782477e+01, 8.68199408e-30
2.70935387e-04, 1.17649806e-04, 9.99729138e-01, 2.70881796e-04, 9.57706611e-01, 2.70918489e-04, 3.27441432e+00, 1.19525269e+00, 1.19492894e+00, 1.19492894e+00, 1.19460528e+00, 2.53872986e+01, 6.79784793e+01, 8.68205323e-30
2.78541416e-04, 1.20952156e-04, 9.99721536e-01, 2.78484775e-04, 9.57699008e-01, 2.78523557e-04, 3.27440671e+00, 1.22881447e+00, 1.22847229e+00, 1.22847229e+00, 1.22813021e+00, 2.54474316e+01, 6.79787174e+01, 8.68211405e-30
2.86360972e-04, 1.24347187e-04, 9.99713721e-01, 2.86301106e-04, 9.57691192e-01, 2.86342096e-04, 3.27439889e+00, 1.26331886e+00, 1.26295720e+00, 1.26295720e+00, 1.26259564e+00, 2.55075649e+01, 6.79789622e+01, 8.68217658e-30
2.94400048e-04, 1.27837499e-04, 9.99705687e-01, 2.94336773e-04, 9.57683156e-01, 2.94380097e-04, 3.27439086e+00, 1.29879233e+00, 1.29841007e+00, 1.29841007e+00, 1.29802794e+00, 2.55676986e+01, 6.79792139e+01, 8.68224086e-30
3.02664806e-04, 1.31425767e-04, 9.99697427e-01, 3.02597930e-04, 9.57674895e-01, 3.02643719e-04, 3.27438259e+00, 1.33526211e+00, 1.33485809e+00, 1.33485809e+00, 1.33445420e+00, 2.56278326e+01, 6.79794726e+01, 8.68230695e-30
3.11161583e-04, 1.35114738e-04, 9.99688935e-01, 3.11090899e-04, 9.57666402e-01, 3.11139295e-04, 3.27437410e+00, 1.37275619e+00, 1.37232918e+00, 1.37232918e+00, 1.37190229e+00, 2.56879671e+01, 6.79797386e+01, 8.68237489e-30
3.19896892e-04, 1.38907238e-04, 9.99680205e-01, 3.19822184e-04, 9.57657671e-01, 3.19873335e-04, 3.27436536e+00, 1.41130337e+00, 1.41085204e+00, 1.41085204e+00, 1.41040086e+00, 2.57481019e+01, 6.79800120e+01, 8.68244474e-30
3.28877429e-04, 1.42806171e-04, 9.99671231e-01, 3.28798468e-04, 9.57648695e-01, 3.28852531e-04, 3.27435638e+00, 1.45093323e+00, 1.45045621e+00, 1.45045621e+00, 1.44997934e+00, 2.58082371e+01, 6.79802932e+01, 8.68251656e-30
3.38110078e-04, 1.46814523e-04, 9.99662004e-01, 3.38026623e-04, 9.57639467e-01, 3.38083763e-04, 3.27434715e+00, 1.49167620e+00, 1.49117202e+00, 1.49117202e+00, 1.49066801e+00, 2.58683728e+01, 6.79805822e+01, 8.68259039e-30
3.47601918e-04, 1.50935364e-04, 9.99652519e-01, 3.47513712e-04, 9.57629979e-01, 3.47574105e-04, 3.27433766e+00, 1.53356356e+00, 1.53303068e+00, 1.53303068e+00, 1.53249798e+00, 2.59285089e+01, 6.79808794e+01, 8.68266630e-30
3.57360225e-04, 1.55171849e-04, 9.99642767e-01, 3.57266997e-04, 9.57620226e-01, 3.57330828e-04, 3.27432791e+00, 1.57662747e+00, 1.57606425e+00, 1.57606425e+00, 1.57550123e+00, 2.59886455e+01, 6.79811849e+01, 8.68274434e-30
3.67392478e-04, 1.59527223e-04, 9.99632742e-01, 3.67293943e-04, 9.57610199e-01, 3.67361407e-04, 3.27431787e+00, 1.62090100e+00, 1.62030571e+00, 1.62030571e+00, 1.61971064e+00, 2.60487825e+01, 6.79814990e+01, 8.68282457e-30
