z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H(z) 
1.82364730e+02, 2.26331580e+00, 5.45361149e-03, 9.78373560e-01, 4.90162753e-04, 2.58109908e-01, 9.20166307e+04
1.84368738e+02, 2.26803649e+00, 5.39465289e-03, 9.78381488e-01, 4.82234981e-04, 2.56648327e-01, 9.35292306e+04
1.86372746e+02, 2.27270642e+00, 5.33695545e-03, 9.78389204e-01, 4.74518616e-04, 2.55210257e-01, 9.50500291e+04
1.88376754e+02, 2.27732667e+00, 5.28047914e-03, 9.78396717e-01, 4.67005847e-04, 2.53795074e-01, 9.65789822e+04
1.90380762e+02, 2.28189828e+00, 5.22518558e-03, 9.78404034e-01, 4.59689233e-04, 2.52402178e-01, 9.81160467e+04
1.92384770e+02, 2.28642227e+00, 5.17103802e-03, 9.78411162e-01, 4.52561678e-04, 2.51030990e-01, 9.96611799e+04
1.94388778e+02, 2.29089962e+00, 5.11800119e-03, 9.78418107e-01, 4.45616412e-04, 2.49680953e-01, 1.01214340e+05
1.96392786e+02, 2.29533128e+00, 5.06604126e-03, 9.78424876e-01, 4.38846975e-04, 2.48351526e-01, 1.02775486e+05
1.98396794e+02, 2.29971817e+00, 5.01512576e-03, 9.78431476e-01, 4.32247197e-04, 2.47042193e-01, 1.04344576e+05
2.00400802e+02, 2.30406120e+00, 4.96522351e-03, 9.78437912e-01, 4.25811184e-04, 2.45752450e-01, 1.05921572e+05
2.02404810e+02, 2.30836122e+00, 4.91630457e-03, 9.78444190e-01, 4.19533304e-04, 2.44481816e-01, 1.07506432e+05
2.04408818e+02, 2.31261908e+00, 4.86834016e-03, 9.78450315e-01, 4.13408170e-04, 2.43229822e-01, 1.09099120e+05
2.06412826e+02, 2.31683561e+00, 4.82130260e-03, 9.78456293e-01, 4.07430628e-04, 2.41996017e-01, 1.10699596e+05
2.08416834e+02, 2.32101159e+00, 4.77516529e-03, 9.78462128e-01, 4.01595748e-04, 2.40779964e-01, 1.12307822e+05
2.10420842e+02, 2.32514780e+00, 4.72990264e-03, 9.78467825e-01, 3.95898809e-04, 2.39581244e-01, 1.13923762e+05
2.12424850e+02, 2.32924499e+00, 4.68548999e-03, 9.78473389e-01, 3.90335286e-04, 2.38399446e-01, 1.15547379e+05
